,CB-C-1,CB-C-4,CB-C-5,CB-C-6,CB-C-7,CB-C-8,CB-C-9,CB-C-10,CB-SA-1,CB-SA-2,CB-SA-3,CB-SA-4,CB-SA-5,CB-SA-6,CB-SA-7,CB-SA-8,CB-SA-11
#CLASS,Control,Control,Control,Control,Control,Control,Control,Control,Infected,Infected,Infected,Infected,Infected,Infected,Infected,Infected,Infected
ENSG00000239805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
ENSG00000239819,7,9,12,3,5,14,0,0,0,4,34,13,3,0,0,61,17
ENSG00000239827,0,3,3,1,0,1,3,0,1,1,2,37,2,0,0,6,5
ENSG00000239829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000239831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239835,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000239836,2,1,2,2,1,1,4,4,1,3,2,16,2,2,3,12,0
ENSG00000239839,620,320,43951,140,42167,1470,17588,213335,39352,45718,2269,5523,242,18305,191645,5186,16662
ENSG00000239840,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
ENSG00000239855,0,0,0,0,0,0,0,7,0,0,0,60,0,0,7,27,0
ENSG00000239857,185,118,279,388,90,122,204,175,324,147,171,260,163,154,264,425,134
ENSG00000239861,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239862,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
ENSG00000239865,173,3,470,2,140,122,1,401,254,463,1,439,4,297,388,48,2
ENSG00000239870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239873,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000239880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239882,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2
ENSG00000239883,10,4,7,6,3,1,10,21,3,3,2,12,14,3,12,26,7
ENSG00000239886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239887,3,0,8,9,3,1,3,2,6,2,0,1,2,0,11,13,9
ENSG00000239893,0,2,1,0,0,0,2,0,0,0,0,2,1,1,0,0,2
ENSG00000239900,33,31,91,71,42,40,115,84,91,72,76,46,124,80,75,354,52
ENSG00000239912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239919,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239920,0,3,4,0,4,2,2,0,3,0,2,3,5,0,9,0,0
ENSG00000239924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239927,7,172,7,2,1,1,2,2,1,1,1,1,1,15,1,582,158
ENSG00000239939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239944,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
ENSG00000239951,211,394,299,113,236,376,457,239,535,217,288,871,161,306,330,821,294
ENSG00000239959,3,1,1,1,0,0,0,0,0,0,3,2,2,0,1,2,0
ENSG00000239961,14,9,1,1,7,16,2,13,7,15,63,12,2,5,3,3,8
ENSG00000239967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239969,36,30,48,41,15,33,40,23,52,25,6,95,48,27,21,85,21
ENSG00000239975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239978,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000239981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239985,0,0,0,0,0,0,69,47,0,46,0,0,0,0,0,0,0
ENSG00000239986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239998,110,32,61,44,52,41,105,118,94,85,312,219,112,94,182,208,173
ENSG00000240002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ENSG00000240003,0,4,2,0,1,0,0,5,0,0,0,3,0,0,0,3,0
ENSG00000240008,1,1,1,0,2,1,1,1,0,28,0,1,1,1,10,1,1
ENSG00000240021,11,8,12,13,4,8,15,18,11,12,7,34,21,10,15,22,9
ENSG00000240023,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
ENSG00000240024,20,8,14,7,8,9,16,5,4,7,26,16,8,8,22,26,5
ENSG00000240027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
ENSG00000240036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0
ENSG00000240038,15,42,29,28,18,33,60,31,34,24,53,116,47,51,74,86,40
ENSG00000240040,0,2,0,2,1,2,5,0,1,0,9,2,1,0,2,6,1
ENSG00000240041,0,239,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240045,0,4,2,2,4,0,3,14,0,0,0,1,4,0,3,6,1
ENSG00000240047,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000240048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240050,0,0,6,0,0,1,0,0,6,7,0,0,6,0,2,20,2
ENSG00000240051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240053,22,15,31,76,20,17,42,15,13,17,20,92,59,26,41,149,18
ENSG00000240058,1,0,0,1,2,2,4,2,1,2,1,1,4,0,8,5,7
ENSG00000240065,137,131,213,173,150,142,278,233,212,113,292,1536,287,153,435,754,119
ENSG00000240068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240069,0,0,0,0,0,0,0,4,2,0,1,0,0,0,4,105,0
ENSG00000240074,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240083,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000240084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240087,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000240089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240096,0,0,0,0,0,3,0,0,0,0,5,0,8,0,0,9,2
ENSG00000240097,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000240100,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
ENSG00000240103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240107,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0
ENSG00000240108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240118,2,1,2,2,1,1,2,3,1,2,1,17,1,2,7,3,0
ENSG00000240121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240132,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,2,1
ENSG00000240135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240138,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
ENSG00000240156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240163,0,12,17,0,0,0,0,0,0,0,0,8,0,0,0,0,10
ENSG00000240167,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000240174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240180,0,0,0,0,0,0,5,1,1,0,0,0,0,2,0,35,0
ENSG00000240184,56,0,129,0,0,0,0,0,0,0,0,0,0,0,0,18,1
ENSG00000240194,0,2,0,0,5,0,9,0,6,0,5,0,1,0,0,32,2
ENSG00000240197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240204,16,8,10,5,7,3,5,6,8,8,17,6,12,30,12,8,12
ENSG00000240210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000240215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240216,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1
ENSG00000240224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240225,25,19,18,28,14,17,49,18,21,23,36,22,50,24,45,65,25
ENSG00000240230,46,37,81,34,29,42,90,29,60,30,57,98,75,33,109,118,73
ENSG00000240231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
ENSG00000240236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240244,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2
ENSG00000240246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240253,0,0,0,4,4,0,12,0,0,0,5,4,5,0,5,0,0
ENSG00000240255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240268,0,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0
ENSG00000240270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
ENSG00000240271,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240280,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,76,0
ENSG00000240281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240292,8,0,0,2,1,0,0,0,0,2,0,0,2,0,0,0,0
ENSG00000240296,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
ENSG00000240298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240303,26,20,52,6,8,9,23,7,19,8,18,28,27,10,39,55,21
ENSG00000240305,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000240309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240311,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0
ENSG00000240320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240338,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000240342,62,76,122,11,151,193,302,115,245,135,104,119,206,102,314,533,123
ENSG00000240344,122,158,118,131,44,75,241,35,106,76,230,141,106,87,162,320,118
ENSG00000240356,23,14,66,27,1,4,9,0,20,16,9,10,10,6,13,11,6
ENSG00000240359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240366,0,0,0,0,11,0,10,0,0,0,11,30,0,0,11,0,0
ENSG00000240370,48,10,70,18,23,21,39,53,49,7,9,47,51,11,44,91,24
ENSG00000240371,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0
ENSG00000240375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240376,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0
ENSG00000240382,49,0,0,56,71,0,121,27,179,38,119,200,0,39,48,40,0
ENSG00000240385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240386,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240388,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
ENSG00000240389,2,2,4,7,2,2,4,1,2,3,3,2,2,2,3,18,2
ENSG00000240392,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240395,0,0,1,0,0,0,2,3,1,0,2,19,0,1,1,2,1
ENSG00000240399,7,8,14,7,1,7,19,3,21,6,7,32,8,2,20,15,11
ENSG00000240403,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0
ENSG00000240404,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
ENSG00000240409,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,17,0
ENSG00000240411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240418,0,0,0,3,1,0,3,0,2,0,5,14,1,1,1,4,0
ENSG00000240419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240429,0,0,3,2,1,1,2,2,1,1,3,4,1,1,4,20,2
ENSG00000240432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240435,0,0,0,0,0,0,0,12,34,0,0,137,0,0,9,60,8
ENSG00000240436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240441,7,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0
ENSG00000240443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240445,2,2,4,1,1,2,6,0,1,1,2,3,3,0,4,5,3
ENSG00000240452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,158
ENSG00000240458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240463,5,20,19,15,10,0,23,6,6,0,10,42,16,0,16,24,4
ENSG00000240471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ENSG00000240484,0,0,0,0,0,5,0,0,0,0,0,0,12,6,0,6,0
ENSG00000240486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240487,0,0,1,0,0,1,2,0,3,0,0,2,0,0,1,0,0
ENSG00000240489,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000240494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240505,2,7,27,4,5,7,5,9,21,1,21,21,4,14,9,81,1
ENSG00000240508,4,1,1,0,0,1,2,0,0,7,0,0,0,0,12,2,13
ENSG00000240509,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
ENSG00000240511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240518,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
ENSG00000240519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
ENSG00000240520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240522,8,0,2,6,6,3,15,0,9,8,7,9,23,5,7,6,5
ENSG00000240531,0,0,0,5,15,0,0,0,5,0,0,65,6,11,0,48,16
ENSG00000240534,34,0,0,0,0,22,8,0,68,0,37,24,20,22,23,14,0
ENSG00000240540,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000240542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240563,0,0,0,2,1,0,0,1,1,1,0,1,1,1,0,6,1
ENSG00000240566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240579,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0
ENSG00000240583,76,54,178,832,107,52,156,213,343,182,50,86,88,108,140,204,125
ENSG00000240590,2,2,4,0,2,0,3,2,0,0,0,1,3,1,0,10,0
ENSG00000240592,3,1,2,5,2,2,3,2,2,2,3,3,2,2,2,8,13
ENSG00000240601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240616,3,0,7,44,2,4,3,5,8,6,0,5,6,6,18,11,8
ENSG00000240621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240634,3,13,0,2,10,6,2,10,2,2,0,16,2,8,2,17,0
ENSG00000240651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240652,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
ENSG00000240654,1,1,0,0,1,1,0,0,0,2,1,2,0,1,2,1,1
ENSG00000240661,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000240665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240667,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000240669,4,0,11,0,0,3,8,3,0,0,0,0,24,0,8,0,3
ENSG00000240671,12,45,18,37,31,16,46,0,65,7,33,46,7,45,40,138,25
ENSG00000240673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240682,148,59,235,70,47,60,106,73,81,84,66,78,118,61,116,188,79
ENSG00000240685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240694,36,1,71,17,1,3,1,3,11,8,1,7,4,2,1,3,6
ENSG00000240695,4,0,0,7,3,0,0,2,0,0,0,1,1,0,0,2,3
ENSG00000240698,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240704,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0
ENSG00000240720,2,2,3,4,2,2,3,2,4,1,2,2,2,3,4,4,1
ENSG00000240721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240729,0,2,0,0,10,0,0,0,0,10,0,7,0,0,12,10,0
ENSG00000240738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
ENSG00000240747,0,0,0,0,0,0,0,0,4,0,0,0,2,0,5,3,0
ENSG00000240751,0,2,0,2,0,3,6,0,0,0,0,0,2,2,1,2,0
ENSG00000240752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ENSG00000240760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240764,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000240771,32,0,95,0,3,0,0,0,3,1,1,1,0,0,1,8,1
ENSG00000240774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240793,0,0,0,5,0,0,0,0,6,0,6,0,0,0,17,0,5
ENSG00000240796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240808,0,30,0,13,0,0,0,0,0,0,0,12,0,0,0,44,0
ENSG00000240809,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240813,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0
ENSG00000240821,0,0,0,0,0,0,0,0,0,2,0,1,8,2,0,0,0
ENSG00000240824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240828,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240849,185,94,417,328,95,120,175,102,213,131,121,198,135,107,176,523,145
ENSG00000240854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240857,75,29,76,69,12,37,51,17,42,23,38,57,50,17,53,147,48
ENSG00000240861,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ENSG00000240864,63,96,171,71,37,95,131,104,145,78,215,331,40,70,68,238,17
ENSG00000240870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240873,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0
ENSG00000240874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240882,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240890,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,2
ENSG00000240891,0,0,0,1,5,0,0,1,0,1,1,0,12,0,0,0,1
ENSG00000240898,0,2,0,6,0,0,0,3,0,0,7,2,0,0,9,18,0
ENSG00000240902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240912,0,0,0,0,6,0,12,0,22,0,0,17,0,0,6,0,6
ENSG00000240914,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240925,0,0,0,0,0,0,0,0,0,0,7,15,7,0,0,0,0
ENSG00000240929,0,0,0,10,0,0,0,0,5,3,0,8,0,0,0,0,0
ENSG00000240934,8,0,0,11,10,15,11,25,82,20,11,31,10,24,0,40,0
ENSG00000240935,0,0,5,0,0,0,0,0,0,0,0,2,0,0,6,0,0
ENSG00000240950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240954,7,4,3,3,1,6,12,1,4,3,8,3,12,12,7,14,3
ENSG00000240959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240970,0,0,0,0,0,5,10,0,12,0,5,5,0,0,0,0,5
ENSG00000240972,5950,2211,12039,666,1491,1984,2476,2090,1890,1771,1852,2015,1632,2287,2920,8125,1524
ENSG00000240974,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
ENSG00000240975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240983,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
ENSG00000240991,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
ENSG00000240992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241002,4,0,0,0,0,0,0,0,0,0,4,5,0,0,6,0,0
ENSG00000241003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
